20008|ING 100|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Cuma |0830/1129 |---- |100|0|ARC, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, DEN, ECNE, EEE, EFN, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, FIZ, GEM, GEO, GEOE, GID, ICM, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MAT, MET, METE, MIM, MIME, MMD, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
24177|MST 413||Erdem  Üçer|GDB|Salı |1330/1529 |D401 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24178|NAE 201||Ömer Kemal Kınacı|GDB|---- |/ |--- |50|0|GEMK, NAE
24179|NAE 301||Ömer Kemal Kınacı|GDB|---- |/ |--- |50|0|GEMK, NAE
24180|NAE 401||Ömer Kemal Kınacı|GDB|---- |/ |--- |50|0|GEMK, NAE
24191|NAE 232||Şakir  Bal|GDB|Cuma |0930/1129 |D407 |50|0|GEMK, MEN, NAE
24192|NAE 402||Ömer Kemal Kınacı|GDB|---- |/ |--- |50|0|GEMK, NAE
24193|HSS 201||Halime Ceren Göktaş|GDB|Salı |1030/1229 |D303 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24194|HSS 202||Halime Ceren Göktaş|GDB|Salı |1630/1829 |D308 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24195|MST 262||Halime Ceren Göktaş|GDB|Salı |1330/1529 |D303 |50|0|GEMK, GMIK, MEN, NAE
24196|MTH 118||Mehmet Ali Karaca|GDB|Perşembe |0830/1329 |D308 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24197|MTH 204||Mehmet Ali Karaca|GDB|Çarşamba |0830/1129 |D308 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24198|MST 302||Metin  Taylan|GDB|Çarşamba |1130/1329 |D309 |50|0|GEMK, GMIK, MEN, NAE, NAEM
24199|NAE 412||Bahadır  Uğurlu|GDB|Çarşamba |1030/1229 |D304 |50|0|GEMK, NAE
24200|ENR 122||Necip  Ünlü|GDB|Çarşamba |0830/1129 |D406 |50|0|DUIK, GEMK, GMIK, MEN, MENM, MTM, NAE
24201|ENR 222||Özgür  Özgüç|GDB|Perşembe |0830/1129 |D309 |50|0|GEMK, NAE
24202|NAE 202||Özgür  Özgüç|MEDB|Pazartesi |1330/1729 |Z01 |50|0|GEMK, NAE, NAEM
24203|NAE 302||Ahmet  Ergin|GDBGDB|Salı Çarşamba |0830/1029 1730/1929 |D309 D309 |50|0|GEMK, NAE
24204|MAT 324E||Ergün  Yaraneri|FEB|Çarşamba |1230/1529 |D104 |40|0|MAT, MATE, MATM
24205|TDW 102||Özlem  Karahan Özgün|GDB|Salı |1330/1629 |D406 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE, NAEM
24206|MAT 324E||Ergün  Yaraneri|FEB|Pazartesi |1130/1429 |D204 |40|0|MAT, MATE, MATM
24207|ENR 202||--|GDB|Salı |0930/1229 |D406 |50|0|GEMK, GMIK, MEN, MENM, NAE
24208|HSS 222||Sinan  Çakır|GDB|Cuma |0930/1229 |D309 |50|0|GEMK, NAE
24209|NAE 312||Emre  Kahramanoğlu|GDB|Perşembe |1430/1729 |D407 |50|0|GEMK, NAE, NAEM
24210|ENR 112||Tanju  Kurtuluş|DZB|Cuma |0830/1229 |--- |50|0|GEMK, GMIK, MEN, MENM, NAE
24214|MST 422||Nuri Koray Kurun|GDB|Cuma |0830/1129 |D303 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24218|NAE 242||Metin  Taylan|GDB|Perşembe |1230/1429 |D406 |50|0|GEMK, MEN, NAE
24221|MST 412||Özgür  Özgüç|GDB|Pazartesi |0830/1029 |D309 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24224|MST 481||Osman Azmi Özsoysal|GDB|Çarşamba |0830/1029 |D309 |50|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24229|NAE 461||Özgür  Özgüç|GDB|Pazartesi |1130/1329 |D309 |50|0|GEMK, MEN, NAE
24232|NAE 341||Özgür  Özgüç|GDB|Perşembe |1730/2029 |D304 |50|0|GEMK, NAE
24236|PHY 108||Banu  Tansel Büyükçelebi|DZB|Çarşamba |0830/1129 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24237|PHY 108L||Banu  Tansel Büyükçelebi|DZB|Çarşamba |1130/1329 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24238|MST 102||Levent  Beden|DZB|Perşembe |0830/1229 |--- |30|0|DUIK, GMIK, MEN, MTM
24239|MST 102||Levent  Beden|DZB|Perşembe |1330/1729 |--- |30|0|DUIK, GMIK, MEN, MTM
24240|TDW 102||Burak  Zincir|DZB|Cuma |1430/1629 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE, NAEM
24241|ENR 112||Vural  Ateş|DZB|Pazartesi |0830/1229 |--- |60|0|GEMK, GMIK, MEN, MENM, NAE
24242|ENR 102||Yasin  Arslanoğlu|DZB|Pazartesi |1230/1429 |--- |60|0|GEMK, GMIK, MEN, MENM, NAE
24243|MTM 122||Tuba  Keçeci|DZB|Pazartesi |0830/1129 |--- |60|0|DUIK, MTM, MTTM
24244|MTM 112||Orhan  Gönel|DZB|Pazartesi |1330/1829 |--- |60|0|DUIK, MTM
24245|MTH 118||Sabire  Cömert|DZBDZB|Salı Cuma |1530/1729 0830/1129 |--- --- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24246|MTM 102||Selim  Aksoy|DZB|Çarşamba |1330/1529 |--- |60|0|DUIK, MTM, MTTM
24247|GEO 466E||Serdar  Erol, Bihter  Erol|INB|Pazartesi |1530/1729 |A103 |40|0|GEOE
24300|GID 402||Gürbüz  Güneş|KMB|Salı |0830/1329 |D204 |30|0|GID, GIDE
24301|TUR 104||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|DZB|Salı |1130/1329 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24302|ENR 122||Yasin  Arslanoğlu|DZB|Pazartesi |1430/1729 |--- |60|0|DUIK, GEMK, GMIK, MEN, MENM, MTM, NAE
24303|MEN 211||Cumali Seçkin Mengeçin|DZB|---- |/ |--- |60|0|GMIK, MEN
24304|MEN 331||Cumali Seçkin Mengeçin|DZB|---- |/ |--- |60|0|GMIK, MEN
24305|MTM 211||Selim  Aksoy|DZB|---- |/ |--- |60|0|DUIK, MTM
24306|MST 252||Alaaddin Yıldıray Ertaş|DZB|Perşembe |1530/1829 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24307|MST 211||Burak  Zincir|DZB|Çarşamba |1230/1429 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, MTTM, NAE
24308|MEN 302||Cumali Seçkin Mengeçin|DZB|---- |/ |--- |60|0|GMIK, MEN, MENM
24309|MEN 202||Cumali Seçkin Mengeçin|DZB|Pazartesi |0830/1129 |--- |60|0|GMIK, MEN, MENM
24310|HSS 202||Halime Ceren Göktaş|DZB|Perşembe |1030/1229 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24311|MST 202||Halime Ceren Göktaş|DZB|Perşembe |0830/1029 |--- |60|0|DUIK, MTM, MTTM
24312|MST 261||Yunus Emre Şenol|DZB|Cuma |0830/1129 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24313|ENR 232||Kemal  Demirel|DZB|Salı |1330/1629 |--- |60|0|DUIK, GEMK, GMIK, MEN, MENM, MTM, NAE
24314|MEN 212||Kemal  Demirel, Cumali Seçkin Mengeçin|DZB|Salı |0830/1229 |--- |60|0|GEMK, GMIK, MEN, MENM, NAE, NAEM
24315|MST 222||Zuhal  Er|DZB|Pazartesi |1430/1729 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24316|HSS 201||Müjgan  Özenir|DZB|Cuma |1730/1929 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24317|MST 262||Müjgan  Özenir|DZB|Çarşamba |1030/1229 |--- |60|0|GEMK, GMIK, MEN, NAE
24318|MST 301||Emre  Akyüz|DZB|Salı |1330/1529 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, MTTM, NAE
24319|MTH 204||Sabire  Cömert|DZB|Cuma |1430/1729 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24320|MTM 212||Serdar  Kum|DZB|Pazartesi |0830/1129 |--- |60|0|DUIK, MTM, MTTM
24321|MST 212||Tanju  Kurtuluş|DZB|Çarşamba |1730/1929 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24322|MTM 202||Tanzer  Satır|DZB|Pazartesi |1230/1429 |--- |60|0|DUIK, MTM
24323|ENR 202||Yasin  Arslanoğlu|DZB|Perşembe |1430/1729 |--- |60|0|GEMK, GMIK, MEN, MENM, NAE
24324|MTM 341||Selim  Aksoy|DZB|---- |/ |--- |60|0|DUIK, MTM
24325|MST 292||Tanzer  Satır|DZB|Salı |1730/1929 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24326|MTM 302||Selim  Aksoy|DZB|---- |/ |--- |60|0|DUIK, MTM, MTTM
24327|MST 461||Çoşkun  Ağca|DZB|Çarşamba |1330/1529 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24328|GMI 114||Vural  Ateş|DZB|Perşembe |1230/1429 |--- |15|0|GMI
24329|MEN 412||Kemal  Demirel|DZB|Perşembe |0830/1129 |--- |60|0|GMIK, MEN
24330|MEN 402||Cumali Seçkin Mengeçin|DZB|---- |/ |--- |60|0|GMIK, MEN
24331|MST 472||Cemil  Yurtören|DZB|Salı |0830/1029 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24332|MTM 412||Cemil  Yurtören|DZBDZB|Salı Cuma |1030/1329 1130/1229 |--- --- |60|0|DUIK, MTM, MTTM
24333|MST 402||Yunus Emre Şenol|DZB|Cuma |1630/1829 |--- |60|0|DUIK, GMIK, MEN, MENM, MTM, MTTM
24334|MST 432||Emre  Akyüz|DZB|Perşembe |1530/1729 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24335|ENR 401||Gazi  Koçak|DZB|Perşembe |1230/1429 |--- |60|0|GEMK, GMIK, MEN, NAE
24336|MST 422||Nuri Koray Kurun|DZB|Çarşamba |0830/1129 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24337|MST 272||Leyla  Tavacıoğlu|DZB|Pazartesi |1530/1729 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24338|MST 441||Cumali Seçkin Mengeçin|DZB|Cuma |0930/1129 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24339|MTM 402||Selim  Aksoy|DZB|---- |/ |--- |60|0|DUIK, MTM
24340|MST 462||Tuba  Keçeci|DZB|Pazartesi |1330/1529 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24341|MST 451||Sinan  Çakır|DZB|Salı |1330/1529 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24342|MST 412||Tanju  Kurtuluş|DZB|Salı |1530/1729 |--- |60|0|DUIK, GEMK, GMIK, MEN, MTM, NAE
24387|ITB 020|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Çarşamba |1130/1429 |---- |35|0|BIO, BLG, BST, CAB, CEB, CEV, CHZ, DEN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MTO, MTR, MUT, MUZ, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
24388|CAB 786||Pınar  Tezişçi|TMBTMB|Pazartesi Cuma |1330/1529 0830/1029 |--- --- |10|0|CAB, CEB
24389|ITB 020|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Çarşamba |0830/1129 |---- |35|0|BIO, BLG, BST, CAB, CEB, CEV, CHZ, DEN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MTO, MTR, MUT, MUZ, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
24390|DAN 301||Mert  Gür|MKB|Çarşamba |1530/1729 |--- |100|0|MAK
24391|DAN 102||Mert  Gür|MKB|Çarşamba |1530/1729 |--- |300|0|MAK
24733|DAN 301||Mustafa Erden Yıldızdağ|GDB|Çarşamba |1530/1729 |--- |100|0|GEM
24734|MTH 132||Gülçin  Çivi|EEBEEB|Pazartesi Salı |1530/1729 0830/1129 |5101 2104 |30|0|EHN
24735|PHY 124||Kazım Yavuz Ekşi|EEB|Salı |1430/1729 |5203 |30|0|EHN
24736|PHY 124L||Kazım Yavuz Ekşi|FEB|Çarşamba |1130/1329 |--- |30|0|EHN
24737|MAL 201||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|Salı |0830/1129 |A34 |80|0|EHB, ELE, ELH, ELK, KOM, TEL
24738|MAL 201||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |1230/1529 |A103 |80|0|EHB, ELE, ELH, ELK, KOM, TEL
24743|KON 313E||Erhan  Yumuk|EEB|Çarşamba |1230/1529 |--- |50|0|KOM, KOME, MKN
24744|DAN 102||Fazıl Emre Artun|MDB|Çarşamba |1530/1729 |--- |300|0|PET, PETE
24772|DUI 392E||Özcan  Arslan|DZB|---- |/ |--- |90|0|DUI
24773|DUI 472||Ayşe  Nak|DZB|Çarşamba |1130/1329 |--- |45|0|DUI
24790|DUI 472||Ayşe  Nak|DZB|Çarşamba |1330/1529 |--- |45|0|DUI
24791|DUI 472||Ayşe  Nak|DZB|Cuma |1530/1729 |--- |45|0|DUI
24792|DAN 102||Celale  Kırkın Gözükırmızı|KMB|Çarşamba |1530/1729 |D304 |300|0|GID
24793|DAN 102||Fatma Elif Genceli Güner|KMB|Çarşamba |1530/1729 |D201 |300|0|KMM
24794|DAN 102||Mohammadreza  Nofar|KMB|Çarşamba |1530/1729 |D301 |300|0|MET, METE
24795|MTH 104||Sezgin  Altay Demirbağ|FEBFEB|Pazartesi Salı |1530/1729 0830/1129 |--- --- |40|0|MBI, MCB, SCE, SED, SEN, SIN
24796|DAN 301||Mohammadreza  Nofar|KMB|Çarşamba |1530/1729 |D302 |300|0|MET, METE
24797|MTH 105||Burak Yıldıran Stodolsky|FEB|Salı |0830/1129 |--- |40|0|SEK, SIS
24804|ISL 360E||Elif  Karaosmanoğlu|MED|Cuma |1400/1759 |A15 |80|0|ISL, ISLE
24805|ISL 374E||Mehmet  Erçek, Çiğdem  Kaya Pazarbaşı|MED|Perşembe |0830/1129 |A15 |80|0|ISL, ISLE
24806|DAN 301||Himmet  Karaman|INB|Çarşamba |1530/1729 |--- |50|0|GEO, GEOE
24808|TEB 2112||Ferda Cengiz Ünal|TMBTMB|Pazartesi Salı |1530/1729 1530/1729 |--- --- |10|0|MUT, MUZ, SES, TEB, THO
24809|MUZ 4314||Serhan Dilhan Konan|TMB|Pazartesi |1330/1529 |--- |5|0|MUZ
24811|ING 112A||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MED|---- |/ |--- |500|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, DEN, ECNE, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, FIZ, GEM, GEO, GEOE, GID, ICM, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MET, METE, MIM, MIME, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
24815|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |0830/1029 |---- |75|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24816|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |0830/1029 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24817|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |0830/1029 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24818|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |0830/1029 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24819|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1030/1229 |---- |75|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24820|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1030/1229 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24821|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1030/1229 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24822|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1030/1229 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24823|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1330/1529 |---- |100|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24824|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1330/1529 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24825|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1330/1529 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24826|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1330/1529 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24827|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1330/1529 |---- |0|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
24828|ING 201A|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Salı |0830/1029 |---- |200|0|BIO, BIOE, BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EHB, EHBE, EHN, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SED, SEH, SGI, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
